CUSEC;Barrio;Distrito;Población_Total;H_total;M_Total;H_00_Entre_0_y_4_años;H_01_Entre_5_y_9_años;H_02_Entre_10_y_14_años;H_03_Entre_15_y_19_años;H_04_Entre_20_y_24_años;H_05_Entre_25_y_29_años;H_06_Entre_30_y_34_años;H_07_Entre_35_y_39_años;H_08_Entre_40_y_44_años;H_09_Entre_45_y_49_años;H_10_Entre_50_y_54_años;H_11_Entre_55_y_59_años;H_12_Entre_60_y_64_años;H_13_Entre_65_y_69_años;H_14_Entre_70_y_74_años;H_15_Entre_75_y_79_años;H_16_Entre_80_y_84_años;H_17_Entre_85_y_89_años;H_18_Entre_90_y_más_años;M_00_Entre_0_y_4_años;M_01_Entre_5_y_9_años;M_02_Entre_10_y_14_años;M_03_Entre_15_y_19_años;M_04_Entre_20_y_24_años;M_05_Entre_25_y_29_años;M_06_Entre_30_y_34_años;M_07_Entre_35_y_39_años;M_08_Entre_40_y_44_años;M_09_Entre_45_y_49_años;M_10_Entre_50_y_54_años;M_11_Entre_55_y_59_años;M_12_Entre_60_y_64_años;M_13_Entre_65_y_69_años;M_14_Entre_70_y_74_años;M_15_Entre_75_y_79_años;M_16_Entre_80_y_84_años;M_17_Entre_85_y_89_años;M_18_Entre_90_y_más_años;Shape__Area;Shape__Length
4109106039;EL TARDON EL CARMEN;Triana;1353;604;749;27;27;43;28;27;28;28;45;52;54;46;35;24;22;32;35;29;16;6;32;38;32;23;20;34;39;41;61;53;59;36;34;61;53;59;41;20;13;123012.1199;1804.734414
4109106040;EL TARDON EL CARMEN;Triana;865;378;487;11;12;16;12;21;27;34;36;29;22;32;33;29;11;23;11;8;6;5;10;16;17;27;18;29;27;30;30;32;40;45;26;24;29;16;33;26;12;61973.62939;1875.140778
4109106043;EL TARDON EL CARMEN;Triana;740;324;416;16;11;15;14;8;26;20;32;26;25;28;31;16;13;16;14;9;2;2;16;18;13;13;19;13;28;26;35;24;35;35;20;21;19;18;21;23;19;28798.229;1057.762196
4109107014;SAN JERONIMO;Norte;1507;693;814;31;32;46;27;33;40;39;50;76;62;45;40;42;34;35;34;15;10;2;21;51;50;47;43;38;36;59;76;47;83;37;37;36;44;39;36;26;8;105369.1848;1874.949208
4109107015;SAN JERONIMO;Norte;1365;636;729;29;25;37;28;26;30;37;48;48;54;53;39;41;28;36;44;20;9;4;22;35;25;30;37;38;41;40;39;52;54;43;41;43;65;55;34;22;13;128291.772;2681.902706
4109107032;BARRIADA PINO MONTANO;Norte;1416;692;724;15;22;24;52;76;48;39;48;36;34;119;74;45;30;16;7;4;2;1;16;22;33;54;70;51;29;34;28;51;134;82;49;25;13;11;8;8;6;124925.1206;1438.628066
4109107033;BARRIADA PINO MONTANO;Norte;1856;895;961;20;44;109;89;43;44;41;34;90;174;89;45;26;10;23;8;3;1;2;22;42;126;96;33;35;34;37;109;182;80;47;41;29;20;10;7;10;1;161199.6018;1622.4732
4109107047;BARRIADA PINO MONTANO;Norte;1720;849;871;26;37;75;75;73;43;27;32;76;82;113;79;35;35;18;14;5;3;1;20;37;72;69;61;47;30;30;79;112;123;72;47;23;18;11;9;9;2;77430.14746;1309.536966
4109107050;BARRIADA PINO MONTANO;Norte;1204;589;615;23;44;41;46;50;29;28;68;65;47;44;43;24;10;12;6;6;2;1;31;46;47;49;25;26;28;57;72;67;52;37;24;12;10;11;13;6;2;116526.3511;1443.349706
4109108013;ZODIACO;San Pablo - Santa Justa;646;309;337;22;13;14;8;6;16;22;19;28;20;17;13;12;42;27;20;8;1;1;11;16;13;11;15;8;15;23;32;20;17;11;20;51;30;14;13;14;3;30065.63135;833.5462187
4109108014;LA CORZA;San Pablo - Santa Justa;945;445;500;16;26;21;26;32;28;37;40;35;33;25;34;36;16;17;16;3;3;1;19;24;24;26;22;26;41;45;30;35;45;45;44;23;17;14;9;8;3;111003.4082;1541.424089
4109108031;SAN CARLOS TARTESSOS;San Pablo - Santa Justa;1348;624;724;26;31;28;31;18;25;28;45;60;45;48;29;37;56;55;32;13;15;2;19;25;19;16;22;23;43;60;57;40;38;53;55;79;71;33;27;28;16;43152.1228;1118.670991
4109108032;SAN CARLOS TARTESSOS;San Pablo - Santa Justa;1726;815;911;36;32;30;16;35;59;76;56;82;42;37;75;76;52;50;30;14;12;5;30;31;32;20;29;64;64;58;58;41;59;107;84;76;56;37;34;17;14;72533.61572;1147.638123
4109108048;SAN PABLO D Y E;San Pablo - Santa Justa;1262;577;685;19;22;28;31;32;33;33;46;44;45;60;38;42;23;16;29;20;10;6;24;27;32;28;46;45;40;48;36;42;62;43;35;26;32;40;48;18;13;73589.24512;1243.492671
4109106024;TRIANA OESTE;Triana;1179;528;651;23;24;26;27;19;21;39;43;68;45;48;24;24;23;29;19;13;5;8;20;40;35;33;21;29;28;53;63;53;50;26;33;32;52;40;22;17;4;52474.85107;1126.29444
4109106041;EL TARDON EL CARMEN;Triana;970;445;525;23;24;24;15;19;30;37;38;41;34;29;33;25;25;18;12;4;11;3;22;23;24;13;24;33;43;36;37;33;36;44;28;28;22;22;21;19;17;67636.14355;1087.193981
4109106042;EL TARDON EL CARMEN;Triana;1221;543;678;30;25;21;30;25;31;33;54;43;44;49;50;38;26;10;12;9;8;5;29;22;15;27;33;41;37;43;56;44;56;64;38;28;32;28;34;27;24;41754.09863;1039.107749
4109107013;LA BACHILLERA;Norte;1409;724;685;23;23;42;29;36;40;44;48;69;65;68;56;44;50;42;29;11;4;1;25;26;39;37;26;27;42;37;50;60;52;51;59;43;45;25;20;17;4;18987695.96;32221.70634
4109107016;SAN JERONIMO;Norte;697;333;364;7;12;24;12;14;17;20;26;28;22;17;14;19;19;39;26;12;4;1;12;2;9;19;10;20;11;19;27;24;25;17;29;38;48;27;11;15;1;145130.7722;1736.809844
4109107030;BARRIADA PINO MONTANO;Norte;1217;590;627;21;31;23;17;14;47;50;58;58;39;29;45;69;42;20;19;5;2;1;28;26;26;24;27;29;35;59;51;31;38;70;78;42;38;11;13;0;1;130761.3718;1468.199116
4109107031;BARRIADA PINO MONTANO;Norte;1543;763;780;31;37;35;43;45;63;45;56;58;35;57;73;55;37;38;29;17;6;3;26;24;33;29;37;48;33;49;60;52;69;66;65;47;55;41;34;9;3;62775.86035;1552.697591
4109107048;SAN JERONIMO;Norte;1904;966;938;115;92;39;27;16;29;79;197;177;53;39;29;17;16;18;13;8;2;0;94;95;40;14;23;33;95;176;146;63;41;23;23;17;24;11;13;5;2;463678.4504;3585.831953
4109107049;BARRIADA PINO MONTANO;Norte;1762;863;899;89;64;29;31;22;24;86;148;157;83;51;29;18;9;9;4;6;3;1;110;57;27;26;23;33;104;154;128;76;65;31;28;7;9;6;11;4;0;184737.4814;2650.103015
4109108012;ZODIACO;San Pablo - Santa Justa;972;466;506;20;21;14;12;14;24;29;40;49;21;26;20;18;60;53;26;13;4;2;16;24;19;13;12;15;26;23;43;31;30;24;39;79;46;35;16;12;3;42441.55664;994.089079
4109108015;LAS HUERTAS;San Pablo - Santa Justa;1410;682;728;22;33;36;67;50;34;29;42;46;53;92;64;31;32;23;19;7;1;1;27;22;40;57;56;28;37;37;42;64;109;52;30;54;30;15;12;11;5;75320.92139;1672.420392
4109108029;SAN JOSE OBRERO;San Pablo - Santa Justa;936;424;512;15;20;20;22;31;21;27;34;39;30;27;37;30;20;15;17;8;6;5;13;19;18;16;21;28;32;38;35;38;34;39;35;33;25;35;21;15;17;52289.60669;1132.726211
4109108030;SAN JOSE OBRERO;San Pablo - Santa Justa;691;316;375;11;19;14;17;12;15;26;25;35;32;20;15;7;9;22;22;11;2;2;15;10;14;12;18;24;22;26;40;29;23;18;18;25;23;21;13;17;7;36461.3606;852.2380265
4109108049;SAN PABLO D Y E;San Pablo - Santa Justa;1085;541;544;25;31;38;21;35;35;29;46;34;51;44;39;25;14;17;30;15;8;4;22;19;26;23;28;30;35;36;25;36;50;41;22;26;32;42;29;13;9;45201.31372;1230.481938
4109107001;LAS NACIONES PARQUE ATLANTICO LAS DALIAS;Norte;1627;768;859;28;20;26;24;59;74;50;47;37;27;50;122;87;58;23;19;8;4;5;20;18;32;21;51;61;62;30;48;35;91;142;99;40;38;23;25;15;8;68943.8855;1107.277443
4109107003;LAS NACIONES PARQUE ATLANTICO LAS DALIAS;Norte;1656;763;893;34;33;44;28;23;42;60;82;62;51;34;33;59;79;45;34;10;9;1;40;45;38;19;24;43;58;73;83;45;43;52;93;80;76;33;21;15;12;107964.2393;1431.553425
4109107026;LAS ALMENAS;Norte;2227;1072;1155;11;30;65;142;118;72;38;29;35;112;196;102;63;28;17;9;2;3;0;13;22;84;153;122;58;36;26;43;150;220;94;58;24;18;10;9;6;9;184668.1362;2028.70094
4109107028;CONSOLACION;Norte;1535;760;775;56;79;43;33;22;29;48;70;110;37;36;30;76;48;24;11;5;3;0;44;47;45;15;19;38;46;88;100;39;31;62;87;47;26;12;13;10;6;130862.4492;2221.170398
4109107035;BARRIADA PINO MONTANO;Norte;1325;644;681;22;28;36;23;33;45;54;51;40;25;37;38;116;56;24;10;4;1;1;30;23;16;14;28;45;46;44;36;29;42;106;105;46;27;16;7;16;5;205200.5725;2044.408494
4109107037;BARRIADA PINO MONTANO;Norte;1603;769;834;26;38;34;21;33;64;62;72;49;44;28;58;127;60;27;14;6;4;2;24;37;30;35;28;48;56;73;50;43;46;121;111;59;25;23;13;7;5;65781.44141;1324.324221
4109108009;EL FONTANAL MARIA AUXILIADORA CARRETERA DE CARMONA;San Pablo - Santa Justa;1178;569;609;16;16;30;32;46;37;39;35;45;41;50;50;42;28;19;20;8;11;4;19;17;24;25;35;34;51;27;38;44;60;68;42;28;29;18;27;15;8;95914.54639;1239.651482
4109108011;ARBOL GORDO;San Pablo - Santa Justa;1416;700;716;27;31;60;39;41;49;35;40;65;48;63;64;43;36;29;12;10;7;1;24;37;29;27;40;44;37;51;59;53;75;60;61;36;23;18;24;10;8;79069.72778;1291.53839
4109108016;LAS HUERTAS;San Pablo - Santa Justa;1049;501;548;10;15;15;26;29;37;35;35;42;31;48;42;44;34;28;19;5;5;1;8;16;15;22;34;29;26;33;31;33;51;47;53;41;39;32;19;16;3;379589.7732;3102.231843
4109108018;SANTA CLARA;San Pablo - Santa Justa;1662;835;827;66;87;62;43;27;26;30;67;100;95;50;36;36;32;34;30;9;2;3;61;80;54;27;19;36;44;75;111;92;40;30;37;45;23;22;12;7;12;140954.3245;1822.600089
4109108020;SANTA CLARA;San Pablo - Santa Justa;1728;820;908;35;44;41;40;42;57;40;49;78;50;47;46;70;61;67;40;8;4;1;35;57;53;45;42;49;55;50;72;43;53;75;87;80;55;30;12;11;4;3019815.159;9553.090641
4109108045;SAN PABLO A Y B;San Pablo - Santa Justa;1078;525;553;22;29;17;25;26;35;45;40;44;47;48;46;21;21;19;13;15;12;0;24;18;21;20;26;35;43;39;33;44;40;34;26;22;32;38;27;22;9;48179.65942;1143.854695
4109108047;SAN PABLO C;San Pablo - Santa Justa;736;372;364;12;16;16;12;20;18;19;27;30;36;42;30;16;21;20;21;11;2;3;13;11;11;14;16;17;20;17;25;24;24;16;26;32;29;31;20;13;5;259633.2034;2890.034391
4109108052;SANTA CLARA;San Pablo - Santa Justa;1104;511;593;10;34;44;37;28;30;19;19;35;40;36;21;19;31;40;41;15;10;2;15;27;36;32;25;29;19;11;50;40;32;27;34;51;71;49;20;15;10;422336.6443;3182.839698
4109106027;TRIANA OESTE;Triana;679;278;401;7;17;11;9;7;19;16;31;19;16;15;30;18;15;19;11;4;10;4;18;12;11;8;13;25;19;29;19;24;26;32;26;17;31;21;15;30;25;88904.49707;1245.412718
4109106038;EL TARDON EL CARMEN;Triana;1135;507;628;24;23;27;23;23;37;34;46;53;29;51;33;32;20;18;11;7;10;6;22;16;27;22;35;30;29;49;40;50;44;57;30;34;42;33;21;24;23;39815.93604;870.283566
4109107002;SAN MATIAS;Norte;921;438;483;15;18;29;24;29;30;26;24;23;29;37;32;32;54;10;16;3;6;1;20;16;21;16;26;32;25;33;25;32;43;47;56;33;18;15;10;8;7;43286.59155;1223.69987
4109107009;LOS CARTEROS;Norte;1008;513;495;27;22;26;34;40;29;30;37;39;34;45;26;27;35;31;11;14;2;4;16;19;35;26;22;37;34;21;36;38;37;27;40;27;26;16;20;12;6;120586.0742;1562.211226
4109107020;SAN JERONIMO;Norte;1139;588;551;27;31;41;28;27;37;54;45;42;41;55;49;30;18;27;12;12;7;5;25;25;31;19;25;30;44;37;39;42;46;38;23;22;22;27;18;29;9;35601.44238;885.1666191
4109107027;SAN DIEGO;Norte;1106;520;586;18;19;26;20;20;16;31;33;49;45;36;35;18;31;61;34;13;12;3;12;15;31;24;16;23;27;27;49;35;42;29;34;65;75;38;23;14;7;73330.94263;1199.398541
4109107034;BARRIADA PINO MONTANO;Norte;1887;930;957;80;96;45;41;44;54;71;149;111;62;69;40;28;19;12;6;2;1;0;68;88;45;43;34;49;96;144;102;103;64;43;36;13;11;9;1;7;1;177527.5591;1718.642228
4109107045;BARRIADA PINO MONTANO;Norte;1396;686;710;34;34;44;26;36;36;44;86;48;38;47;27;62;72;24;14;8;3;3;18;33;34;27;25;35;51;82;48;39;31;40;106;52;28;24;18;16;3;64949.71802;1182.363538
4109108001;HUERTA DE SANTA TERESA;San Pablo - Santa Justa;1252;571;681;22;27;27;32;27;32;32;38;63;50;43;38;25;26;25;28;22;9;5;26;23;25;23;30;38;31;46;55;49;49;45;39;34;50;37;33;28;20;99951.66357;1977.71861
4109108008;EL FONTANAL MARIA AUXILIADORA CARRETERA DE CARMONA;San Pablo - Santa Justa;1908;901;1007;55;43;35;41;47;45;43;71;75;66;49;70;50;51;55;47;29;19;10;37;42;50;40;39;53;40;77;71;58;69;74;68;95;73;49;36;26;10;170687.4651;2091.07092
4109108019;SANTA CLARA;San Pablo - Santa Justa;1323;641;682;31;36;28;20;26;29;34;43;63;37;29;31;36;52;80;41;13;9;3;27;42;30;26;22;20;37;36;59;44;29;35;54;80;76;38;17;7;3;493897.3433;3343.157646
4109108026;SAN JOSE OBRERO;San Pablo - Santa Justa;1101;518;583;24;19;27;18;29;35;38;40;45;46;36;49;31;32;24;5;7;6;7;12;18;25;21;20;42;42;35;42;44;45;58;37;26;29;21;31;20;15;78928.94238;1244.498506
4109108033;SAN CARLOS TARTESSOS;San Pablo - Santa Justa;1498;723;775;33;75;38;26;35;30;23;54;74;68;50;47;28;49;46;22;16;6;3;33;36;48;28;30;22;39;59;76;54;64;58;49;60;44;32;27;11;5;61943.97192;1152.971413
4109108046;SAN PABLO A Y B;San Pablo - Santa Justa;853;414;439;19;12;11;16;26;37;39;23;32;32;35;33;19;18;7;30;17;3;5;12;13;13;18;18;23;28;23;36;25;41;31;18;22;26;37;28;17;10;65708.9856;1202.439798
4109109001;TORREBLANCA ;Este;1499;734;765;31;25;48;40;61;51;37;49;61;57;52;58;30;23;41;24;30;13;3;40;28;39;52;46;43;45;42;51;58;67;56;34;29;49;38;24;16;8;1410168.787;5483.985803
4109109008;PALACIO DE CONGRESOS URBADIEZ ENTREPUENTES;Este;1431;711;720;16;32;34;29;33;49;44;52;48;39;26;43;84;73;68;33;5;3;0;20;31;34;18;27;34;38;34;51;43;32;64;101;95;59;23;10;1;5;312627.7949;3114.339152
4109107038;BARRIADA PINO MONTANO;Norte;1339;661;678;45;48;44;19;23;40;48;58;70;32;32;32;21;73;28;25;14;6;3;36;34;22;19;12;45;50;68;44;37;37;30;69;58;44;33;17;14;9;61582.1731;1280.644327
4109107040;LAS ALMENAS;Norte;1522;746;776;26;40;37;35;43;70;60;54;50;43;47;67;65;47;32;14;6;7;3;29;37;28;40;29;44;65;47;51;56;56;90;81;47;28;21;16;10;1;82288.21802;1263.399376
4109108004;HUERTA DE SANTA TERESA;San Pablo - Santa Justa;677;323;354;11;14;11;17;19;11;8;22;24;20;22;23;15;23;30;29;14;7;3;8;16;15;5;11;15;12;19;20;19;23;30;21;32;45;35;17;4;7;338369.0554;2483.117174
4109108006;SAN JOSE OBRERO;San Pablo - Santa Justa;1148;517;631;25;12;17;30;26;53;25;32;32;26;28;58;55;39;23;18;9;6;3;20;17;14;18;37;39;34;32;35;28;48;68;64;51;47;25;21;21;12;46862.25928;1081.344555
4109108021;SAN PABLO A Y B;San Pablo - Santa Justa;947;438;509;16;14;17;17;32;31;26;38;31;30;45;37;19;13;28;24;13;5;2;10;14;20;23;33;23;29;32;35;37;49;43;17;12;24;38;36;25;9;39504.74561;1204.620144
4109108023;HUERTA DE SANTA TERESA;San Pablo - Santa Justa;1255;549;706;27;28;20;34;26;26;28;34;43;54;45;38;21;28;31;20;22;14;10;38;16;24;26;25;35;37;34;44;50;54;41;41;32;35;59;43;43;29;94363.49097;1278.920848
4109108038;SAN PABLO C;San Pablo - Santa Justa;749;359;390;9;7;12;18;15;16;17;15;23;39;41;35;21;15;28;21;16;8;3;7;2;11;15;19;14;19;14;13;33;31;24;25;30;40;39;24;20;10;24635.1272;835.679911
4109108041;SAN PABLO C;San Pablo - Santa Justa;1038;498;540;13;15;28;29;27;32;34;46;36;52;40;35;25;19;27;19;10;9;2;22;26;21;22;18;34;30;28;36;42;46;34;24;40;35;43;24;10;5;47650.75146;889.5911395
4109109005;PALACIO DE CONGRESOS URBADIEZ ENTREPUENTES;Este;1586;757;829;18;29;60;86;59;43;32;28;35;78;132;64;39;21;16;9;3;3;2;18;33;61;73;75;36;22;36;49;93;128;85;48;19;18;5;17;8;5;87610.16016;1320.858114
4109109007;PALACIO DE CONGRESOS URBADIEZ ENTREPUENTES;Este;754;364;390;12;6;20;23;35;33;15;20;14;26;28;37;33;22;27;8;5;0;0;12;21;18;30;25;24;15;18;23;27;35;42;47;20;18;8;2;2;3;151949.5088;1587.957602
4109109022;TORREBLANCA ;Este;1966;980;986;64;66;69;61;60;91;67;95;82;52;66;64;48;26;35;16;9;4;5;49;63;78;61;63;67;64;88;76;57;61;64;47;33;45;32;25;7;6;83032.94727;1316.692032
4109109024;TORREBLANCA ;Este;1474;703;771;30;33;42;32;40;43;35;48;45;45;78;59;34;38;33;17;24;23;4;23;28;36;42;47;44;45;57;43;62;64;54;36;34;36;43;34;28;15;167849.0632;1763.406159
4109109039;PARQUE ALCOSA JARDINES DEL EDEN;Este;848;389;459;13;21;22;25;19;22;24;34;30;25;36;25;15;15;29;17;12;4;1;23;26;18;19;27;11;33;30;33;38;31;23;22;22;38;20;20;17;8;21021.12305;695.6140814
4109109041;PARQUE ALCOSA JARDINES DEL EDEN;Este;1675;796;879;34;44;34;28;31;47;57;69;70;43;37;62;46;67;63;40;12;10;2;41;34;35;38;35;43;56;64;67;43;53;61;68;85;77;40;16;8;15;130053.8201;1454.434091
4109109054;PARQUE ALCOSA JARDINES DEL EDEN;Este;1738;832;906;37;39;43;53;32;35;49;61;90;71;53;46;22;78;69;37;11;4;2;29;47;40;41;33;36;54;69;92;58;54;51;60;90;72;35;25;15;5;143023.4917;1691.991983
4109109056;PARQUE ALCOSA JARDINES DEL EDEN;Este;1347;630;717;23;35;44;25;28;30;32;37;63;41;32;35;31;42;63;47;11;5;6;22;41;38;20;20;35;31;57;69;41;43;41;34;77;64;40;26;12;6;63907.58838;1037.413091
4109110004;BELLAVISTA;Bellavista La Palmera;1298;628;670;25;37;30;35;40;44;27;42;64;44;65;43;29;28;34;17;13;7;4;19;33;29;30;33;31;31;54;55;52;61;45;35;41;38;23;28;21;11;100266.8352;2134.632844
4109108022;SAN PABLO A Y B;San Pablo - Santa Justa;910;449;461;24;28;21;20;29;32;28;29;33;44;37;30;22;14;16;10;17;12;3;13;13;26;18;28;29;22;27;34;33;41;28;21;20;22;24;27;25;10;62791.7981;1204.532774
4109108024;SAN PABLO A Y B;San Pablo - Santa Justa;1169;550;619;23;25;25;34;30;38;24;41;37;54;47;43;26;18;27;25;14;13;6;20;21;30;20;30;30;43;40;51;43;46;35;31;36;36;38;42;17;10;58372.64844;1465.49625
4109108037;SAN PABLO D Y E;San Pablo - Santa Justa;880;418;462;14;21;16;19;28;30;33;26;32;32;37;37;18;17;14;26;11;5;2;18;24;19;18;19;27;27;36;26;37;31;19;31;19;35;24;28;12;12;57970.89893;1213.499054
4109108039;SAN PABLO C;San Pablo - Santa Justa;1185;559;626;25;16;22;23;34;24;35;29;52;53;31;35;29;36;38;34;26;15;2;24;18;25;22;18;24;37;36;47;49;41;28;26;49;60;45;40;26;11;227723.8511;2915.943304
4109108042;SAN PABLO A Y B;San Pablo - Santa Justa;1660;780;880;21;45;52;28;31;64;65;61;60;67;67;57;40;28;27;35;18;9;5;38;30;45;36;38;49;60;57;55;56;71;59;46;33;56;57;41;31;22;103388.9363;1265.059129
4109109004;PALACIO DE CONGRESOS URBADIEZ ENTREPUENTES;Este;2193;1078;1115;31;47;67;60;81;98;81;64;81;79;80;134;84;34;33;9;7;5;3;32;48;54;71;65;89;70;62;69;87;128;143;69;42;28;24;18;15;1;3235693.228;9563.818548
4109109006;PALACIO DE CONGRESOS URBADIEZ ENTREPUENTES;Este;1502;756;746;31;58;73;73;62;33;19;31;47;86;90;57;29;19;19;13;6;7;3;33;40;61;46;58;21;24;37;76;92;89;57;34;24;14;16;15;7;2;127114.2322;1889.495461
4109109021;TORREBLANCA ;Este;1309;669;640;58;48;47;45;57;51;66;47;48;44;57;30;32;18;8;6;4;1;2;42;45;59;43;52;58;55;47;32;48;37;28;27;15;10;17;17;5;3;113223.4077;1405.566466
4109109023;TORREBLANCA ;Este;1399;701;698;33;27;35;44;38;64;49;34;40;72;57;48;34;34;20;21;30;17;4;30;29;33;41;34;50;22;44;32;54;63;55;39;32;35;41;32;24;8;134938.3005;1581.761926
4109109040;PARQUE ALCOSA JARDINES DEL EDEN;Este;953;458;495;15;28;31;23;19;16;26;28;55;32;37;29;15;27;43;16;11;2;5;20;22;29;15;19;20;27;42;47;28;31;22;30;43;44;27;15;9;5;27460.23608;675.5824541
4109109055;PARQUE ALCOSA JARDINES DEL EDEN;Este;879;420;459;20;21;24;24;18;26;20;39;47;31;21;26;16;20;31;15;9;11;1;20;20;19;19;18;20;23;46;28;34;37;20;21;35;37;29;17;10;6;45017.44629;990.2842436
4109109057;PARQUE ALCOSA JARDINES DEL EDEN;Este;936;442;494;17;21;21;14;21;24;28;42;42;27;15;31;25;38;38;21;8;7;2;15;26;18;15;17;25;23;35;47;22;29;32;34;62;42;27;12;4;9;68649.11816;1071.057797
4109110005;BELLAVISTA;Bellavista La Palmera;1064;521;543;8;25;28;26;32;38;28;39;42;38;39;35;33;35;21;16;20;14;4;17;23;22;16;29;29;31;30;39;39;42;36;32;43;32;28;32;12;11;95142.44751;1484.005639
4109110007;BELLAVISTA;Bellavista La Palmera;829;413;416;25;16;31;22;16;25;18;23;29;30;37;31;29;16;22;12;14;15;2;10;21;20;15;13;27;20;32;23;30;35;26;26;16;31;21;26;15;9;75830.63989;1240.349891
4109110022;ELCANO BERMEJALES;Bellavista La Palmera;1525;707;818;36;41;29;45;50;56;51;37;43;43;71;57;42;37;20;15;10;20;4;30;40;33;34;45;49;53;52;40;44;84;74;54;29;34;31;37;39;16;229407.5481;2197.124676
4109110024;ELCANO BERMEJALES;Bellavista La Palmera;2983;1503;1480;207;236;120;67;30;15;56;190;304;134;66;35;12;14;9;2;2;4;0;173;205;98;36;32;26;89;219;301;131;70;24;25;18;14;6;4;5;4;133897.8606;1507.350927
4109109019;TORREBLANCA ;Este;1697;889;808;76;63;73;73;65;76;74;60;49;55;63;52;48;30;15;5;7;4;1;59;63;68;57;62;59;69;63;53;40;46;50;46;35;9;9;10;6;4;163506.1641;1884.332065
4109109026;TORREBLANCA ;Este;1214;609;605;35;32;36;58;39;28;37;46;46;35;60;33;33;28;17;24;12;8;2;24;28;39;39;34;28;38;48;48;54;41;43;38;20;36;24;17;5;1;149750.2991;1861.18093
4109109033;COLORES ENTREPARQUES;Este;1927;942;985;31;44;46;65;52;59;42;46;60;69;74;65;91;78;58;30;19;9;4;36;30;37;57;54;45;32;49;66;71;85;82;111;90;58;29;28;17;8;769449.7646;4384.502503
4109109037;PARQUE ALCOSA JARDINES DEL EDEN;Este;2247;1141;1106;58;72;99;69;53;61;67;78;107;123;114;78;48;50;29;19;11;4;1;41;63;71;71;65;65;58;57;125;134;103;79;56;46;29;16;13;10;4;800431.2141;4735.227437
4109109044;COLORES ENTREPARQUES;Este;1842;911;931;59;64;97;74;34;44;65;75;105;107;79;40;29;12;14;7;5;0;1;45;77;80;63;43;44;56;81;118;120;64;60;26;22;19;4;2;5;2;134160.9426;1502.713924
4109109051;COLORES ENTREPARQUES;Este;2011;985;1026;46;54;115;128;55;31;26;37;84;181;110;54;25;7;13;3;13;2;1;36;56;104;115;41;34;43;47;104;194;113;53;23;15;17;10;14;5;2;104840.7205;1731.835206
4109109058;PARQUE ALCOSA JARDINES DEL EDEN;Este;1448;685;763;24;40;29;14;26;38;36;55;69;44;40;38;35;93;56;25;13;9;1;21;30;23;30;32;32;39;52;59;43;47;45;79;95;66;35;20;11;4;65571.46655;1052.081971
4109109062;PARQUE ALCOSA JARDINES DEL EDEN;Este;1035;491;544;23;30;16;26;32;43;23;42;38;26;35;32;38;53;18;10;3;3;0;15;15;34;26;26;43;42;37;41;32;53;32;65;38;17;15;4;6;3;65031.37769;1047.538202
4109110002;BELLAVISTA;Bellavista La Palmera;1601;793;808;33;44;38;49;56;50;52;49;62;67;75;59;45;34;27;21;18;11;3;30;28;38;44;39;54;42;44;56;79;77;64;58;36;31;35;28;19;6;112369.3467;2249.750113
4109110009;BELLAVISTA;Bellavista La Palmera;1922;946;976;87;99;65;46;32;32;51;96;149;106;75;38;26;14;10;10;7;3;0;86;114;72;39;40;36;64;110;131;102;56;37;27;11;16;21;6;7;1;16867223.61;29440.22115
4109110016;HELIOPOLIS;Bellavista La Palmera;1781;861;920;32;42;60;77;59;66;36;43;54;52;61;65;65;51;37;21;21;11;8;35;50;42;49;62;52;43;44;60;58;73;85;64;50;50;38;28;19;18;557209.7036;3371.867668
4109110020;ELCANO BERMEJALES;Bellavista La Palmera;1859;903;956;41;47;77;83;69;60;57;47;48;74;108;81;40;29;15;13;9;5;0;43;33;72;66;64;62;44;43;65;98;137;89;61;30;23;5;11;7;3;116520.0591;1390.45073
4109110027;BELLAVISTA;Bellavista La Palmera;1925;970;955;146;146;48;18;8;15;60;163;178;101;31;19;12;11;8;4;2;0;0;139;144;34;10;9;26;72;170;200;66;26;16;12;11;8;5;3;3;1;400383.2729;3124.327972
4109107046;CONSOLACION;Norte;2111;1033;1078;53;115;87;32;31;41;40;122;213;79;40;31;29;58;31;17;11;3;0;57;107;89;42;21;41;44;133;186;79;46;42;47;59;36;22;13;10;4;145844.8093;1977.890715
4109107051;BARRIADA PINO MONTANO;Norte;2251;1101;1150;175;69;38;26;26;36;205;232;120;71;35;23;13;13;10;3;4;2;0;171;72;31;28;19;69;238;226;118;62;38;22;19;11;10;7;4;4;1;129080.5107;1727.055833
4109108002;HUERTA DE SANTA TERESA;San Pablo - Santa Justa;1787;819;968;34;49;41;46;31;59;47;73;61;74;63;54;44;32;32;32;28;14;5;27;55;42;34;35;52;46;67;86;102;63;63;62;36;50;48;51;32;17;153431.5303;1692.997255
4109108025;LAS HUERTAS;San Pablo - Santa Justa;2185;1043;1142;34;31;40;76;75;74;52;61;59;61;107;105;83;67;49;30;28;6;5;26;37;51;57;77;70;76;57;42;63;127;120;86;76;47;51;38;28;13;390213.8291;3464.600141
4109108027;SAN JOSE OBRERO;San Pablo - Santa Justa;1021;437;584;18;29;17;12;22;22;35;37;39;24;27;20;14;29;36;29;14;8;5;16;17;16;14;20;31;46;56;42;26;31;30;43;45;49;41;32;25;4;40511.09375;971.8870055
